15102,Шепетовская улица (16; 18),ШЕПЕТОВСКАЯ УЛИЦА,trolleybus,59.94620404,30.4204788
15103,"""metro """"Фрунзенская"""" (15; 17)""","""metro """"ФРУНЗЕНСКАЯ""""""",trolleybus,59.90550417,30.3181992
15104,Индустриальный просп. (1; 22),ИНДУСТРИАЛЬНЫЙ ПРОСПЕКТ,trolleybus,59.94482207,30.4792252
15106,Улица Есенина (13),УЛИЦА ЕСЕНИНА,trolleybus,60.02583667,30.3256893
15107,Якорная улица (16; 18),ЯКОРНАЯ УЛИЦА,trolleybus,59.94285164,30.4186611
15108,Киевская улица (15; 17),КИЕВСКАЯ УЛИЦА,trolleybus,59.90210312,30.3184013
15109,Северный проспект (13),СЕВЕРНЫЙ ПРОСПЕКТ,trolleybus,60.03140187,30.3295231
15110,Александро-Невская Лавра (14; 16),АЛЕКСАНДРО-НЕВСКАЯ ЛАВРА,trolleybus,59.92360982,30.3886147
15111,Улица Сикейроса (13),УЛИЦА СИКЕЙРОСА,trolleybus,60.03533209,30.3289814
15112,Улица Профессора Качалова (14; 16),УЛИЦА ПРОФЕССОРА КАЧАЛОВА,trolleybus,59.91701308,30.3996792
15113,Учебный переулок (13),УЧЕБНЫЙ ПЕРЕУЛОК,trolleybus,60.03963023,30.3324604
15114,Финляндский мост (16),ФИНЛЯНДСКИЙ МОСТ,trolleybus,59.91181214,30.4000244
15115,tramный парк № 1 (15; 17),tramНЫЙ ПАРК № 1,trolleybus,59.89810225,30.3185997
15116,Фаянсовая улица (14; 16),ФАЯНСОВАЯ УЛИЦА,trolleybus,59.91248327,30.3975086
15117,Детская музыкальная школа (15; 17),ДЕТСКАЯ МУЗЫКАЛЬНАЯ ШКОЛА,trolleybus,59.89350477,30.3191013
15118,Проспект Луначарского (13),ПРОСПЕКТ ЛУНАЧАРСКОГО,trolleybus,60.04301036,30.3352089
15119,Улица Книпович (14),УЛИЦА КНИПОВИЧ,trolleybus,59.9082953,30.3972588
15120,Улица Книпович (16),УЛИЦА КНИПОВИЧ,trolleybus,59.90950415,30.4025803
15121,Хрустальная ул. д.31 (16),ХРУСТАЛЬНАЯ УЛ. Д.31,trolleybus,59.90583638,30.4053841
15122,Московские ворота (15; 17; 24; 26),МОСКОВСКИЕ ВОРОТА,trolleybus,59.89057191,30.3190804
15123,Поэтический бульвар (13),ПОЭТИЧЕСКИЙ БУЛЬВАР,trolleybus,60.04612414,30.3377514
15124,Улица Осипенко (1; 22),УЛИЦА ОСИПЕНКО,trolleybus,59.94501364,30.4858017
15125,trolleybusный парк N 3 (14),trolleybusНЫЙ ПАРК N 3,trolleybus,59.90356222,30.390667
15128,"""metro """"Электросила"""" (17; 24; 26)""","""metro """"ЭЛЕКТРОСИЛА""""""",trolleybus,59.87930404,30.3194599
15129,Проспект Просвещения (13),ПРОСПЕКТ ПРОСВЕЩЕНИЯ,trolleybus,60.05181891,30.342392
15130,Улица Седова; 12 (14),УЛИЦА СЕДОВА; 12,trolleybus,59.90195241,30.3980923
15131,Московский рынок (15; 36; 39),МОСКОВСКИЙ РЫНОК,trolleybus,59.87886189,30.3248215
15132,Якорная улица (16; 18),ЯКОРНАЯ УЛИЦА,trolleybus,59.94251296,30.4142017
15133,Сиреневый бульвар (13),СИРЕНЕВЫЙ БУЛЬВАР,trolleybus,60.05560351,30.3454342
15134,Улица Севастьянова (15; 36; 39),УЛИЦА СЕВАСТЬЯНОВА,trolleybus,59.87890302,30.3289013
15135,Красногвардейская площадь (16; 18),КРАСНОГВАРДЕЙСКАЯ ПЛОЩАДЬ,trolleybus,59.94309453,30.4132996
15136,Площадь Бехтерева (14),ПЛОЩАДЬ БЕХТЕРЕВА,trolleybus,59.90095909,30.3999023
15137,Придорожная аллея (13),ПРИДОРОЖНАЯ АЛЛЕЯ (высадка),trolleybus,60.05781951,30.3472214
15138,Проспект Металлистов (16; 18),ПРОСПЕКТ МЕТАЛЛИСТОВ,trolleybus,59.94365556,30.4200516
15139,Невский завод (14),НЕВСКИЙ ЗАВОД,trolleybus,59.89823928,30.4064255
15140,Казанский собор (к/ст; 17),КАЗАНСКИЙ СОБОР,trolleybus,59.93350417,30.324749
15141,Шепетовская улица (16; 18),ШЕПЕТОВСКАЯ УЛИЦА,trolleybus,59.94715497,30.4209995
15142,"""Объединение """"Луч"""" (16; 18)""","""ОБЪЕДИНЕНИЕ """"ЛУЧ""""""",trolleybus,59.95033593,30.4216022
15143,Большой Смоленский проспект (14),БОЛЬШОЙ СМОЛЕНСКИЙ ПРОСПЕКТ,trolleybus,59.89667717,30.4094677
15144,Большая Пороховская улица (16; 18),БОЛЬШАЯ ПОРОХОВСКАЯ УЛИЦА,trolleybus,59.95398168,30.4221001
15145,Проспект Елизарова (14),ПРОСПЕКТ ЕЛИЗАРОВА,trolleybus,59.89414544,30.4135895
15146,Гороховая улица (17),ГОРОХОВАЯ УЛИЦА,trolleybus,59.92990408,30.3198013
15147,Шоссе Революции / проспект Металлистов (16; 18; 43),ШОССЕ РЕВОЛЮЦИИ / ПРОСПЕКТ МЕТАЛЛИСТОВ,trolleybus,59.95993168,30.4226189
15148,Улица Крупской (14),УЛИЦА КРУПСКОЙ,trolleybus,59.88856399,30.4208221
15149,Садовая улица (17),САДОВАЯ УЛИЦА,trolleybus,59.92811073,30.3224812
15150,Железнодорожный проспект (14),ЖЕЛЕЗНОДОРОЖНЫЙ ПРОСПЕКТ,trolleybus,59.88340314,30.424757
15151,Варфоломеевская улица (14),ВАРФОЛОМЕЕВСКАЯ УЛИЦА,trolleybus,59.88145647,30.4260693
15152,Загородный проспект (17),ЗАГОРОДНЫЙ ПРОСПЕКТ,trolleybus,59.92250418,30.330801
15153,Улица Седова; 70 (14),УЛИЦА СЕДОВА; 70,trolleybus,59.87865966,30.4300842
15154,Авангардная улица (конечная; 20; 46),АВАНГАРДНАЯ УЛИЦА (конечная),trolleybus,59.83360401,30.1828003
15155,Благодатная улица (17),БЛАГОДАТНАЯ УЛИЦА,trolleybus,59.87594488,30.3190022
15156,Улица Полярников (14; 28),УЛИЦА ПОЛЯРНИКОВ,trolleybus,59.87565008,30.4355927
15157,Варшавская улица (17),ВАРШАВСКАЯ УЛИЦА,trolleybus,59.87585232,30.3128986
15158,Проспект Маршала Жукова (20; 37),ПРОСПЕКТ МАРШАЛА ЖУКОВА,trolleybus,59.83294501,30.1962395
15160,Новоизмайловский проспект (17),НОВОИЗМАЙЛОВСКИЙ ПРОСПЕКТ,trolleybus,59.8751016,30.3057003
15162,Улица Генерала Симоняка (20; 37),УЛИЦА ГЕНЕРАЛА СИМОНЯКА,trolleybus,59.8331029,30.2052002
15163,Кузнецовская улица (17),КУЗНЕЦОВСКАЯ УЛИЦА,trolleybus,59.87127233,30.3054981
15164,"""Универсам """"Таллинский"""" (20; 37)""","""УНИВЕРСАМ """"ТАЛЛИНСКИЙ""""""",trolleybus,59.83325392,30.2131405
15165,Ивановская улица / улица Бабушкина (14; 27; 28),ИВАНОВСКАЯ УЛИЦА / УЛИЦА БАБУШКИНА,trolleybus,59.87586261,30.4464016
15166,Бассейная улица (17),БАССЕЙНАЯ УЛИЦА,trolleybus,59.8642537,30.3052006
15167,Улица Солдата Корзуна (20; 29; 37),УЛИЦА СОЛДАТА КОРЗУНА,trolleybus,59.83377219,30.2188606
15168,Новоизмайловский проспект; 45 (17),НОВОИЗМАЙЛОВСКИЙ ПРОСПЕКТ; 45,trolleybus,59.86050206,30.3050003
